data_collector|person_id|side|height.NA|head.height.NA|head.circumference.NA|hand.length.left|hand.length.right|hand.width.left|hand.width.right|hand.elbow.left|hand.elbow.right|elbow.armpit.left|elbow.armpit.right|arm.reach.left|arm.reach.right|arm.span.NA|foot.length.left|foot.length.right|floor.kneepit.left|floor.kneepit.right|floor.hip.left|floor.hip.right|floor.navel.NA|floor.armpit.left|floor.armpit.right|units|writing|eye|eye_color|swinging|age|gender|quality|minutes|ethnicity|notes
86687ae28f9bf74f509bc9cff3e967fe|1914e0a159363f777885a7f1faca745c|right|185.4|24.3|58|18.4|18.4|20.3|20.3|45.2|45.7|24.1|25.4|226.1|227|181.6|30.5|30.5|72.2|74.9|101.6|101.6|109.2|144.8|143.5|cm|right|right|blue|right|32|male|8|9|white|possible ancestry may include: german
86687ae28f9bf74f509bc9cff3e967fe|b571d735f163b7bc0d011649a9577981|right|163|21|54|15|15|18|18|39.3|39|21|21.2|200.1|200.8|147.3|22|22.3|46|45.8|91.4|91.5|101.6|132|132|cm|right|equal|brown|right|29|female|6|8|white|possible ancestry may include: korean
86687ae28f9bf74f509bc9cff3e967fe|94d8bb7c1e4e9711d4e3bbb0615216e5|right|167|23|55.5|18|18|22|22|40|41|25|24|213|213|171|26|27|43|43|92.5|92.5|100|126.5|126|cm|right|left|brown|right|48|female|7|10|hispanic|possible ancestry may include: mexican, native
86687ae28f9bf74f509bc9cff3e967fe|39a76aa6cff34621da972e912ea7437f|right|167.7|31|57.6|21|21.4|22|22.2|46|47.1|19.6|21|212|213|168.9|25.7|26|50|51|94|95.1|98.1|133|134|cm|right|equal|brown|right|55|female|7|10|pacific islander|possible ancestry may include: samoan, german
86687ae28f9bf74f509bc9cff3e967fe|aa0f777f2621c645eb8ebc33644c1fc8|right|167.7|30|54.6|17.8|16.5|20.3|20.3|42|41.9|35.5|35.6|213.4|211|174|28|27|45.7|45.7|94|94|106.7|130.8|132.1|cm|right|right|hazel|right|39|female|6|10|hispanic|possible ancestry may include: mexican,german
ecfaf244516c0630fcdef6fbabceabbb|c6b2f100d6271c6090f4275221ed6acd|right|63|7.5|22|7|7|7.5|7.5|17|17|9.25|9.25|81|81|66|10.25|10.4|16.75|16.5|35|35|38.75|55.75|55.75|Inch|right|right|Brown|right|22|male|10|24|African American|possible ancestry may include: Ethiopian
ecfaf244516c0630fcdef6fbabceabbb|10b30419e35ec26acc14169166056031|right|58.5|7.5|23|6.25|6.33|6|6|15.25|15.25|9.33|9.33|77.5|77.5|59.33|8.75|8.75|16|16|33|33|35.5|45|45|Inch|right|left|Brown|right|11|female|9|20|African American|possible ancestry may include: Ethiopian
ecfaf244516c0630fcdef6fbabceabbb|a0efd91ed85b6c75933d3381b8cb634f|right|65|7.25|21.25|7|7|6.5|6.75|17|17.25|11|11|83|84|65|9.5|9.5|19.25|19.33|36|36|40|51|51|Inch|left|left|Brown|left|13|male|9|17|African American|possible ancestry may include: Ethiopian
67e1e1164469564c1513c6826d7f2372|256797eb19c0fa5688bb135ac9441f2d|right|69|7|22.3|6.5|7|6|6|17|16.5|10|10|88|89|67|10|10|19|19|38|38|41|49|48|Inch|right|left|Brown|right|17|male|8|16|African American|possible ancestry may include: Ethiopian,    quickly estimated a couple measurments
5ec754244f7607ffe7adb8de39646687|8ecc0180e629c0d5450b50a4c9780587|right|68|7.25|17.5|8|7.75|8.5|8.75|18.5|18.25|14.25|14.5|78.5|78.25|68.25|10.5|10.25|17.5|17.75|34|35|36.5|51.5|51.25|Inch|left|right|Brown|left|14|male|10|27|African American|possible ancestry may include: Ethiopian
b5308193c0efcd28009d8b24742fda85|6cbfe40d341ebdb303629ddc4f360e7b|right|68|8.5|20.25|8.5|8.5|8.75|8.75|18|18.25|15|15|79|79.25|70|10.5|10.5|17.5|17.75|32|33|35.25|50.25|50.5|Inch|right|left|Brown|right|22|male|9|26|Asian|possible ancestry may include: Vietnamiese
0e672b35628c692c17853f0c53986f17|5c2f639550d9c99da8a2eefb68a5f1b6|right|70|8.5|19|8.75|8.75|9|9|18.5|18.75|16|16|82|81.25|73|11|11|18|18|33.5|33.25|34.25|51.25|51.5|Inch|left|left|Brown|left|21|male|10|16|Caucasian|possible ancestry may include: Turkish
629993a0da2e6179b41e20bc5f666120|8764c922d792e1b418a3cca4f8dc01f8|right|60|7.75|20|6.25|6.25|7|7.25|15|15|8.5|8.75|76|77|61|8.5|8.75|15.75|16|33.25|33.5|36|51.5|51.5|Inch|right|right|Brown|right|22|female|10|19|Caucasian|possible ancestry may include: Turkish
92c08bfae43328e218bb8bb66d0e9a72|5b96477ccce605e4a4ded6b6bf0f6931|right|60.5|9|23|6.5|6.5|6|6|15|16|13|14|61|59|62|7.5|8|18.5|18|36|35|38|46|45|Inch|left|left|Blue|left|13|female|8|22|African American|possible ancestry may include: Ethiopian
448246f05cc1bd4128b33465736ceecc|89ef50937da644537ff6b0617aa19b30|right|66|7.75|21|7.25|7.25|7.75|7.75|18|18|9.5|9.5|84|84|70|10.5|10.5|16.25|16.25|34.5|34.5|39|55|55|Inch|right|left|Brown|right|19|male|10|15|Asian|possible ancestry may include: Vietnamiese
18a53b0cfa2bcde3c1d12e74a2e10268|3fce10bbeef92f3fcf4937defb21c93e|right|167.5|25|58|19.5|19.5|22|22|39|38|39|38|211|211|158|24|24|46|47|95.5|96|102|127|127|cm|right|left|blue|right|21|male|9|8|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|6a7c9f8d886b5f55dede69fdd6cfbd9d|right|172.5|22.5|60.7|20|20|20|20.3|41.5|42|24.5|25|218|218.5|174.5|25.5|25|51|51.5|101|101.5|102|133|133|cm|right|left|blue|right|25|male|7|11|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|857efaebd410cc6683fb9e077e78222f|right|182.5|23|62.5|20|19.5|23|22|43|43|22.5|23|220.5|223|183.5|26|26|44|44|98|102|106|144.5|145|cm|left|NA|brown|left|25|male|7|10|latino|NA
18a53b0cfa2bcde3c1d12e74a2e10268|4c86080cbd757fa1edd60b453d88c744|right|189|22|58|20|19.5|22.7|22.2|45.8|45|31|31|238.5|239.5|185.8|26|26.6|54.5|54|110|111|114|155|156|cm|right|right|grey|right|23|male|8|12|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|705374c66ddd3501ccffd1d54655411a|right|182|23.5|59|20.4|20.4|22.2|21.6|46.5|46.5|26|27.5|229|230.5|182.5|26.7|25.4|51.5|50|113|113|114|147|146|cm|right|right|blue|right|21|male|7|13|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|0fee659d076b30c1c9fbd0ee7da70afb|right|180.5|22|63|19.7|19.7|23|23|44.5|44|26|26|226|226|177.5|26.7|26.5|51|52|107.5|107|111|144|144|cm|right|right|brown|right|20|male|6|14|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|315231a7937b3434f3161307f49d491b|right|67.75|9|23.5|7.5|7|9|9|18|18|9.5|9|82.5|82|66.5|10.75|10.5|19|19|38|38.5|38.5|54|54|in|right|NA|blue|right|55|male|6|11|white|possible ancestry may include: irish
18a53b0cfa2bcde3c1d12e74a2e10268|9f1e5a14a0baf69bc7d5d658ddb53338|right|62|8|21.5|7|7|7.5|7.5|16|16|7.5|7.5|77|76.5|60|9|9|17.5|17.5|35|35|36.5|49|49|in|right|right|green|left|53|female|6|12|white|NA
18a53b0cfa2bcde3c1d12e74a2e10268|d770a59f57acae2bf7e703192ba8ee50|right|61|8.5|22.5|7.5|7|7|6.75|16|16.5|10|9.5|73.5|74|60|8.5|8.5|16|16|33|32.5|33.5|48.5|49|in|right|right|brown|right|20|non-binary|6|12|asian|possible ancestry may include: korean
18a53b0cfa2bcde3c1d12e74a2e10268|ce29d8c585d5abd57d61abc6d1cef92a|right|177.5|24|60.5|19|19.7|19|19.2|41.5|42|27|25|221|222.5|181.5|24.5|26.5|51|51|106|107|109|137|138|cm|left|right|brown|right|26|male|5|10|asian|NA
0185c7c2eed9d48197953305a817c8b1|0c22828099b789d62a96fc1f87928f43|right|185|23|59|19|19|24|24|49|49|23|23|244|244|196|27|27|46|46|103|103|NA|144|144|cm|right|right|hazel|right|28|male|9|16|white|na
0185c7c2eed9d48197953305a817c8b1|e821ba1edb9dc0a445b61d8ce702052a|right|188|22.5|59|19.5|19.5|20.5|20.5|46.5|46.5|22|22|240|240|187|26|26|45|45|101|101|NA|145|145|cm|right|right|blue|right|25|male|10|12|white|na
0185c7c2eed9d48197953305a817c8b1|6b34fe24ac2ff8103f6fce1f0da2ef57|right|184|24|58.5|21|21|22.5|22.5|47.5|47.5|25|25|236|236|183|26|26|46|46|105|106|NA|141|141|cm|right|right|blue|right|24|male|7|14|white|na
0185c7c2eed9d48197953305a817c8b1|0f91a4e5bcb75e278d54f8cca555cc4b|right|173|22|57|17|17|21|21|43|43|21|21|216|216|173|24|24|45|45|99|99|NA|143.5|143.5|cm|right|right|hazel|right|50|female|8|10|white|na
0185c7c2eed9d48197953305a817c8b1|10c7ccc7a4f0aff03c915c485565b9da|right|178|24|60|21|21|24|24|45|45|20.5|20.5|223.5|223.5|183|27|27|49|49|101|101|NA|147|147|cm|right|right|blue|right|52|male|8|11|white|na
0185c7c2eed9d48197953305a817c8b1|559a7f208866f0063b1ea8d5ca2ee816|right|160|23.5|55|17|17.5|21.5|21|41|40.5|21.5|21|207|207|165|23|23.5|40.5|40.5|95.5|95.5|NA|122|122|cm|right|right|blue|right|29|female|8|13|native american|na
0185c7c2eed9d48197953305a817c8b1|a1361cb85be840d6a2d762c68e4910e2|right|184.5|24|56|20|20|20|20|NA|NA|29|29|236|236|190.5|28|28|47|47|95.5|96|NA|146|146|cm|right|right|brown|right|21|male|9|7|white|na
0185c7c2eed9d48197953305a817c8b1|e6d9c335f6aa36754461e4dd4db30274|right|165|23|56|18|18|18|18|43|43|20.5|20.5|206|206|167.5|23.5|24|43|43|99|99|NA|127|127|cm|right|right|brown|right|27|female|10|10|white italian|na
0185c7c2eed9d48197953305a817c8b1|d6ba0682d75eb986237fb6b594f8a31f|right|180.5|21.5|58.5|19|19|22|22|46|46|25.5|25.5|228.5|228.5|185.5|26.5|26.5|53.5|53.5|99|99.5|NA|137|137|cm|left|right|brown|right|32|male|10|10|japanese italian|na
0185c7c2eed9d48197953305a817c8b1|5844a15e76563fedd11840fd6f40ea7b|right|158|23|56|17|17|19|19|40|40|20|20|210|210|163|23|23|43|43|96|96|NA|120|120|cm|right|right|brown|right|25|female|8|12|white|na
b16ae1eae8d7351e997e8faf1f734d2c|6d7edc4358342d5ef92c052cb7c82057|right|163.8|20.8|27.2|17.2|17.5|21.6|22|44.9|44.7|28.4|27.9|208.2|211.3|171.4|22.5|22.8|41.9|41.8|91.4|91.1|98.5|123.2|123.5|cm|left|right|blue|left|22|female|10|-2209020960|caucasain|possible ancerstry may include: German, Czech
b16ae1eae8d7351e997e8faf1f734d2c|bba47c925f1a291bc29bd58d19877c27|right|167.6|21|57.7|17.5|17.2|20|19.8|41.7|41.9|30.5|30.2|205.5|206.5|165.8|22.1|21.6|41.9|42.6|99.4|100.3|101.6|127.5|126.9|cm|right|left|blue|right|25|female|8|-2209034400|caucasain|possible ancerstry may include: German, Czech
b16ae1eae8d7351e997e8faf1f734d2c|90e69f264a8c970f3222cf85e08425aa|right|166.9|20.8|57.1|16.7|17|16.7|17.2|39.1|39.8|23.3|23.8|198.1|198.6|157.226|22.8|21.5|52|52.1|91.4|92.7|100.3|125.9|126.7|cm|right|left|brown|right|25|female|7|-2209043580|caucasain|possible ancerstry may include: European
b16ae1eae8d7351e997e8faf1f734d2c|3591727d81b72b421c3725c3b109f713|right|160.2|21.59|57.1|17.8|17.7|20.1|19.8|42.7|42.9|26.7|26.4|198.6|200.7|161.5|38.1|39.4|24.5|24.6|96.5|97|92.7|122.4|123.2|cm|left|right|blue|right|55|female|9|-2209023660|caucasain|possible ancerstry may include: Norweigen, Swedish
b16ae1eae8d7351e997e8faf1f734d2c|9f719255d46dd8b9b07935d891dc5295|right|189.4|21.3|64.1|19.2|19.4|23.3|23.1|45.3|44.9|36.8|36.3|222.1|222.6|175.1|29.1|28.7|57.8|57.4|101|101.2|106.5|144.3|144.7|cm|right|left|blue|right|55|male|9|-2209040100|caucasain|possible ancerstry may include: Czech, Polish
b16ae1eae8d7351e997e8faf1f734d2c|2abb1295467cadf82cc69cc385c8db49|right|165.7|21.7|55.4|15.3|15.2|19.7|19.6|40.6|40.9|29.6|28.9|203.7|204.1|163.6|21.4|22.1|40.8|41.1|98.5|98.7|99.8|125|124.8|cm|right|right|brown|right|22|female|8|-2209030620|caucasain|possible ancerstry may include: Swedish, German
b16ae1eae8d7351e997e8faf1f734d2c|887bdcd0dc6901a24f30b41cff267176|right|166.6|20.1|59.2|16.4|16.5|18.3|18.1|41.6|41.8|29.7|30.2|207.3|208.1|169.7|24.4|23.9|50.1|49.7|90.4|90.9|102.4|130.5|130.1|cm|right|left|green|right|22|female|8|-2209045080|caucasain|possible ancerstry may include: Italina, English Irish, Lithuanian
b16ae1eae8d7351e997e8faf1f734d2c|90436fcf8fdad8e75690525f0e8a9018|right|176.8|20.1|56.4|16.6|16.7|19.2|18.7|44.3|44.1|31.4|33.2|211.1|211.4|175.3|25.6|25.7|50.5|51.1|87.5|88.1|105.3|131.7|131.8|cm|right|left|brown|right|21|female|8|-2209038540|caucasain|possible ancerstry may include: Greek
b16ae1eae8d7351e997e8faf1f734d2c|20e2e65e5810267125bf97cb235becec|right|180.6|20.5|59.4|175.2|175.2|21.1|21.6|41.9|41.9|32.2|31.9|215.9|216.2|169.6|25.4|25.1|54.6|54.1|96.5|96.9|105.4|139.7|140.2|cm|right|right|blue|right|25|female|7|-2209041600|caucasain|possible ancerstry may include: Scandanavian, Swedish, Norweigen, Danish
b16ae1eae8d7351e997e8faf1f734d2c|ea6212772478ee71edd91f89af72c134|N/A|172.2|19.1|57.4|17.5|17.7|18.1|17.6|43.2|43.3|29.9|30.2|209.8|210.6|173.4|25.1|24.7|48.2|47.4|91.3|92.1|105.6|130.8|131.3|cm|right|right|hazel|left|26|female|7|-2209037820|caucasain|possible ancerstry may include: Irish, British
d22301490fef91bdc398d00a35c7b790|6c1a5b12d4bd24ab2966ee3f04252c40|right|188|24.5|58.5|20|20.5|22.2|22|44.5|45|22.5|23|232|233|156.5|28.5|29|46|46.5|112|113|113.75|145|144.5|cm|left|right|green|left|53|male|9.5|NA|white|scotish heritage
fd540e43a7112f833051d2ed1fdbbbf0|281879078eb44eb9abee3125dfdf224a|right|170.18|25.4|57.785|18.5|19|20|19|45.25|47|27|26.5|217.17|219.71|171.5|22|22.5|45.72|45.5|93|92.5|100.5|141|140|cm|right|right|blue|both|53|male|10|20|white|danish heritage
fd540e43a7112f833051d2ed1fdbbbf0|7ec6624767095490c469559de77ae043|right|154.94|20.955|55.245|19.685|19.5|19.685|20|40.64|41|22|23.25|200.025|201.93|154.94|24.13|24.638|40.64|41.125|93.98|92.5|87.63|124.46|126|cm|right|right|brown|right|49|female|9.5|15|asian|Laos
fd540e43a7112f833051d2ed1fdbbbf0|c943d1e478cf04dd55706758ca7307a1|right|164.465|20.955|56.1|18.0975|19.05|19.05|18.7325|41.91|44.45|19.05|19.685|203.5175|202.565|161.29|21.59|21.59|41.91|40.64|95.6|93.98|101.5|123.19|NA|cm|left|left|brown|left|20|female|9.5|18|asian|Laos/Korean/American
59944aec47699b65f6a93c79913f64cd|87b84e65079f3a08a474971aa7f355ed|right|177.8|22.86|58.5|19.685|20.32|22.225|22.5425|44.1325|45.085|26.3525|26.035|229.87|231.4575|185.42|27.6225|27.6225|45.085|45.085|109.22|111.76|110.75|133.35|135.89|cm|right|right|blue|right|40|male|9.5|NA|white|Norweign heritage
59944aec47699b65f6a93c79913f64cd|948afe5abf536d9099fd9a93bfa0c54a|right|158.75|18.415|50.5|17.145|16.8275|19.05|19.05|40.005|39.37|22.86|22.86|208.28|207.645|154.94|23.8125|24.13|40.64|40.64|99.06|99.06|96|120.65|121.92|cm|right|right|blue|right|11|female|9|NA|white|Norweign heritage
59944aec47699b65f6a93c79913f64cd|53ab2cb9fc172ed0b05789e1cc597e2e|right|133.35|19.05|48.75|15.24|15.24|17.145|17.4625|33.02|33.02|17.78|17.78|167.64|167.64|133.35|20.955|21.2725|36.195|36.195|78.74|78.74|82|99.06|99.695|cm|right|right|blue|right|7|male|9.5|NA|white|Norweign heritage
d441d1e30322901bf7caeee33f0ee9af|5d2dadc6682bf48ce49de8a5015a76bc|right|176.53|21.59|58.25|19.685|19.685|22.86|22.86|42.545|42.545|27.94|29.21|226.06|228.6|180.34|25.4|25.4|41.91|41.91|101.6|100.965|107.5|134.62|133.35|cm|right|right|green|right|43|male|8|NA|white|NA
d441d1e30322901bf7caeee33f0ee9af|63f4ed4ecc6dd8196b024634aaba8207|right|171.45|20.32|55.5|17.78|17.78|17.78|18.415|38.735|38.735|27.94|29.21|218.44|219.71|170.18|24.13|24.13|43.18|43.18|96.52|95.25|114|134.62|133.35|cm|right|right|blue|right|42|female|8|NA|white|NA
d441d1e30322901bf7caeee33f0ee9af|8962eb6c602258f23fd34ece0f1a2504|right|162.56|20.32|53|17.78|17.145|19.05|18.415|38.735|38.735|28.575|27.94|213.995|211.455|165.1|21.59|21.59|39.37|39.37|95.25|95.25|98.5|126.365|127|cm|right|right|blue|right|13|female|8|NA|white|NA
d441d1e30322901bf7caeee33f0ee9af|8962eb6c602258f23fd34ece0f1a2504|right|162.56|20.32|53|17.78|17.145|19.05|18.415|38.735|38.735|28.575|27.94|213.995|211.455|165.1|21.59|21.59|39.37|39.37|95.25|95.25|98.5|126.365|127|cm|right|right|blue|right|13|female|8|NA|white|NA
d441d1e30322901bf7caeee33f0ee9af|8962eb6c602258f23fd34ece0f1a2504|right|162.56|20.32|53|17.78|17.145|19.05|18.415|38.735|38.735|28.575|27.94|213.995|211.455|165.1|21.59|21.59|39.37|39.37|95.25|95.25|98.5|126.365|127|cm|right|right|blue|right|13|female|8|NA|white|NA
